group_id,case_in_group,test_file,category,purpose,priority,complexity,source_input,upstream_expected,emacs_command,python_command,compare_method,current_result,selection_notes
G020,5,autoinst_mplist_child.sv,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 作为 mplist 用例子模块。 覆盖多 parameter list/复杂参数列表。,P1-core,Medium,test/verilog-mode/tests/autoinst_mplist_child.sv,test/verilog-mode/tests_ok/autoinst_mplist_child.sv,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_mplist_child.sv"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_mplist_child.sv""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_mplist_child.sv when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G021,1,autoinst_mplist_mbl_if.sv,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 作为 mplist 用例 interface。 覆盖多 parameter list/复杂参数列表。,P1-core,High,test/verilog-mode/tests/autoinst_mplist_mbl_if.sv,test/verilog-mode/tests_ok/autoinst_mplist_mbl_if.sv,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_mplist_mbl_if.sv"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_mplist_mbl_if.sv""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_mplist_mbl_if.sv when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G021,2,autoinst_mul.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖多个实例/多重连接合并。,P1-core,Low,test/verilog-mode/tests/autoinst_mul.v,test/verilog-mode/tests_ok/autoinst_mul.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_mul.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_mul.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_mul.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G021,3,autoinst_multidim.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖多个实例/多重连接合并。 覆盖多维数组端口位宽和连接。,P1-core,High,test/verilog-mode/tests/autoinst_multidim.v,test/verilog-mode/tests_ok/autoinst_multidim.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_multidim.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_multidim.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_multidim.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G021,4,autoinst_multidim_rename.sv,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖多个实例/多重连接合并。 覆盖多维数组端口并模板重命名。 覆盖多维数组端口位宽和连接。,P1-core,High,test/verilog-mode/tests/autoinst_multidim_rename.sv,test/verilog-mode/tests_ok/autoinst_multidim_rename.sv,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_multidim_rename.sv"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_multidim_rename.sv""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_multidim_rename.sv when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G021,5,autoinst_multitemplate.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖多个实例/多重连接合并。 覆盖多个 AUTO_TEMPLATE 选择优先级。,P1-core,Low,test/verilog-mode/tests/autoinst_multitemplate.v,test/verilog-mode/tests_ok/autoinst_multitemplate.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_multitemplate.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_multitemplate.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_multitemplate.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G022,1,autoinst_multitemplate_at.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖多个实例/多重连接合并。 覆盖多个 AUTO_TEMPLATE 与 @ 组合。 覆盖多个 AUTO_TEMPLATE 选择优先级。,P1-core,Low,test/verilog-mode/tests/autoinst_multitemplate_at.v,test/verilog-mode/tests_ok/autoinst_multitemplate_at.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_multitemplate_at.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_multitemplate_at.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_multitemplate_at.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G022,2,autoinst_name_bug245.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖端口/实例名 bug245。,P1-core,Low,test/verilog-mode/tests/autoinst_name_bug245.v,test/verilog-mode/tests_ok/autoinst_name_bug245.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_name_bug245.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_name_bug245.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_name_bug245.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G022,3,autoinst_nicholl.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 Nicholl 回归用例。,P1-core,Low,test/verilog-mode/tests/autoinst_nicholl.v,test/verilog-mode/tests_ok/autoinst_nicholl.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_nicholl.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_nicholl.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_nicholl.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G022,4,autoinst_overflow_bug250.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖大位宽/溢出相关回归。,P1-core,Medium,test/verilog-mode/tests/autoinst_overflow_bug250.v,test/verilog-mode/tests_ok/autoinst_overflow_bug250.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_overflow_bug250.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_overflow_bug250.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_overflow_bug250.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G022,5,autoinst_param_2d.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖二维参数/位宽参数。,P1-core,Medium,test/verilog-mode/tests/autoinst_param_2d.v,test/verilog-mode/tests_ok/autoinst_param_2d.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_param_2d.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_param_2d.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_param_2d.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G023,1,autoinst_param_cmt.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖参数声明注释干扰。,P1-core,Medium,test/verilog-mode/tests/autoinst_param_cmt.v,test/verilog-mode/tests_ok/autoinst_param_cmt.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_param_cmt.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_param_cmt.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_param_cmt.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G023,2,autoinst_param_structsel.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖参数结构体选择表达式。,P1-core,Medium,test/verilog-mode/tests/autoinst_param_structsel.v,test/verilog-mode/tests_ok/autoinst_param_structsel.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_param_structsel.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_param_structsel.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_param_structsel.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G023,3,autoinst_param_type.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 parameter type。,P1-core,High,test/verilog-mode/tests/autoinst_param_type.v,test/verilog-mode/tests_ok/autoinst_param_type.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_param_type.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_param_type.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_param_type.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G023,4,autoinst_param_value.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖参数值自动带入。,P1-core,Medium,test/verilog-mode/tests/autoinst_param_value.v,test/verilog-mode/tests_ok/autoinst_param_value.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_param_value.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_param_value.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_param_value.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G023,5,autoinst_paramover.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖参数覆盖 override。,P1-core,Medium,test/verilog-mode/tests/autoinst_paramover.v,test/verilog-mode/tests_ok/autoinst_paramover.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_paramover.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_paramover.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_paramover.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G024,1,autoinst_paramover_sub.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 作为 parameter override 子模块。 覆盖参数覆盖 override。,P1-core,Medium,test/verilog-mode/tests/autoinst_paramover_sub.v,test/verilog-mode/tests_ok/autoinst_paramover_sub.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_paramover_sub.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_paramover_sub.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_paramover_sub.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G024,2,autoinst_paramvalue.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 verilog-auto-inst-param-value 行为。,P1-core,Low,test/verilog-mode/tests/autoinst_paramvalue.v,test/verilog-mode/tests_ok/autoinst_paramvalue.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_paramvalue.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_paramvalue.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_paramvalue.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G024,3,autoinst_podolsky.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 Podolsky 回归用例。,P1-core,Low,test/verilog-mode/tests/autoinst_podolsky.v,test/verilog-mode/tests_ok/autoinst_podolsky.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_podolsky.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_podolsky.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_podolsky.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G024,4,autoinst_precomment.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖实例前注释保持/不误删。,P1-core,Low,test/verilog-mode/tests/autoinst_precomment.v,test/verilog-mode/tests_ok/autoinst_precomment.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_precomment.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_precomment.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_precomment.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G024,5,autoinst_protected.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 protected region 附近 AUTOINST。,P1-core,High,test/verilog-mode/tests/autoinst_protected.v,test/verilog-mode/tests_ok/autoinst_protected.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_protected.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_protected.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_protected.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G025,1,autoinst_rao.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 Rao 回归用例。,P1-core,Low,test/verilog-mode/tests/autoinst_rao.v,test/verilog-mode/tests_ok/autoinst_rao.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_rao.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_rao.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_rao.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G025,2,autoinst_regexp_inst.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖实例名 regexp 模板匹配。 覆盖 regexp 过滤/匹配。,P1-core,High,test/verilog-mode/tests/autoinst_regexp_inst.v,test/verilog-mode/tests_ok/autoinst_regexp_inst.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_regexp_inst.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_regexp_inst.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_regexp_inst.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G025,3,autoinst_regexp_match.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖端口名 regexp 模板匹配。 覆盖 regexp 过滤/匹配。,P1-core,High,test/verilog-mode/tests/autoinst_regexp_match.v,test/verilog-mode/tests_ok/autoinst_regexp_match.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_regexp_match.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_regexp_match.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_regexp_match.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G025,4,autoinst_rogoff.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 Rogoff 回归用例。,P1-core,Low,test/verilog-mode/tests/autoinst_rogoff.v,test/verilog-mode/tests_ok/autoinst_rogoff.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_rogoff.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_rogoff.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_rogoff.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G025,5,autoinst_rons.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 Rons 回归用例。,P1-core,Low,test/verilog-mode/tests/autoinst_rons.v,test/verilog-mode/tests_ok/autoinst_rons.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_rons.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_rons.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_rons.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G026,1,autoinst_signed.v,AUTOINST/AUTO_TEMPLATE,验证 AUTOINST/AUTO_TEMPLATE 的模块例化自动连接。 覆盖 signed 端口/位宽保留。 覆盖 signed tieoff/声明。,P1-core,Medium,test/verilog-mode/tests/autoinst_signed.v,test/verilog-mode/tests_ok/autoinst_signed.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinst_signed.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinst_signed.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinst_signed.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
